projid_geoid	project_id	proj_cnt	sector_value	year1	year2	year3	commit	comm_p_loc	geoname_id	precision_code	place_name	latitude	longitude	location_type_code	location_type_name	geoname_adm_code	geonames_adm_name	geonames_retrieval_time
87292861561_8629984	87292861561	155	"[{""sector"":""110 - EDUCATION"",""subsector"":"""",""subsubsector"":""""}]"	2011	2013		3150792	20327.6903225806	8629984	1	Guer-Udo	-9	125.51667	PPL	populated place	TL	East Timor	2013-11-07T00:00:00+0000
87292441820_8629103	87292441820	138	"[{""sector"":""110 - EDUCATION"",""subsector"":""111 - Education, level unspecified"",""subsubsector"":""""}]"	2012			727103	5268.8623188406	8629103	1	Gugleur	-8.6467	125.14835	PPL	populated place	TL	East Timor	2013-10-16T00:00:00+0000
87292481496_8629103	87292481496	49	"[{""sector"":""110 - EDUCATION"",""subsector"":""112 - Basic education"",""subsubsector"":""""}]"	2011			711330	14516.9387755102	8629103	1	Gugleur	-8.6467	125.14835	PPL	populated place	TL	East Timor	2013-10-16T00:00:00+0000
87292481496_8629098	87292481496	49	"[{""sector"":""110 - EDUCATION"",""subsector"":""112 - Basic education"",""subsubsector"":""""}]"	2011			711330	14516.9387755102	8629098	1	Guiso	-8.7156	125.19608	PPL	populated place	TL	East Timor	2013-10-16T00:00:00+0000
87292441820_1944626	87292441820	138	"[{""sector"":""110 - EDUCATION"",""subsector"":""111 - Education, level unspecified"",""subsubsector"":""""}]"	2012			727103	5268.8623188406	1944626	1	Hatali	-8.76889	125.43333	PPL	populated place	TL|00	East Timor	1999-10-21T00:00:00+0000
87292191274_1945099	87292191274	209	"[{""sector"":""110 - EDUCATION"",""subsector"":"""",""subsubsector"":""""}]"	2010			8000000	38277.5119617225	1945099	1	Hatete	-8.77694	125.36889	PPL	populated place	TL|00	East Timor	1999-10-26T00:00:00+0000
87292861561_1945099	87292861561	155	"[{""sector"":""110 - EDUCATION"",""subsector"":"""",""subsubsector"":""""}]"	2011	2013		3150792	20327.6903225806	1945099	1	Hatete	-8.77694	125.36889	PPL	populated place	TL|00	East Timor	1999-10-26T00:00:00+0000
87292861561_1643400	87292861561	155	"[{""sector"":""110 - EDUCATION"",""subsector"":"""",""subsubsector"":""""}]"	2011	2013		3150792	20327.6903225806	1643400	1	Hatolia	-8.81139	125.31833	PPL	populated place	TL|00	East Timor	2013-11-08T00:00:00+0000
87292191274_1944764	87292191274	209	"[{""sector"":""110 - EDUCATION"",""subsector"":"""",""subsubsector"":""""}]"	2010			8000000	38277.5119617225	1944764	1	Hatugeo	-8.88917	125.43083	PPL	populated place	TL|00	East Timor	1999-11-29T00:00:00+0000
87292441820_1944120	87292441820	138	"[{""sector"":""110 - EDUCATION"",""subsector"":""111 - Education, level unspecified"",""subsubsector"":""""}]"	2012			727103	5268.8623188406	1944120	1	Hatuhai	-8.84944	125.48306	PPL	populated place	TL|00	East Timor	1999-10-05T00:00:00+0000
87292191274_8629367	87292191274	209	"[{""sector"":""110 - EDUCATION"",""subsector"":"""",""subsubsector"":""""}]"	2010			8000000	38277.5119617225	8629367	1	Hatuhei	-8.85	125.48333	PPL	populated place	TL	East Timor	2013-10-25T00:00:00+0000
87292861561_8629367	87292861561	155	"[{""sector"":""110 - EDUCATION"",""subsector"":"""",""subsubsector"":""""}]"	2011	2013		3150792	20327.6903225806	8629367	1	Hatuhei	-8.85	125.48333	PPL	populated place	TL	East Timor	2013-10-25T00:00:00+0000
87292191274_1944670	87292191274	209	"[{""sector"":""110 - EDUCATION"",""subsector"":"""",""subsubsector"":""""}]"	2010			8000000	38277.5119617225	1944670	1	Hatuleta	-8.75472	125.40889	PPL	populated place	TL|00	East Timor	1999-10-21T00:00:00+0000
87292441820_1944118	87292441820	138	"[{""sector"":""110 - EDUCATION"",""subsector"":""111 - Education, level unspecified"",""subsubsector"":""""}]"	2012			727103	5268.8623188406	1944118	1	Hatulete	-8.86333	125.49444	PPL	populated place	TL|00	East Timor	1999-10-05T00:00:00+0000
87292441820_8629076	87292441820	138	"[{""sector"":""110 - EDUCATION"",""subsector"":""111 - Education, level unspecified"",""subsubsector"":""""}]"	2012			727103	5268.8623188406	8629076	1	Hatulia	-8.81667	125.31667	ADM2	second-order administrative division	TL|ER|8629076	East Timor|Ermera|Hatulia	2013-12-17T00:00:00+0000
87292441820_8629077	87292441820	138	"[{""sector"":""110 - EDUCATION"",""subsector"":""111 - Education, level unspecified"",""subsubsector"":""""}]"	2012			727103	5268.8623188406	8629077	1	Hatulia Villa	-8.81667	125.31667	PPL	populated place	TL	East Timor	2013-10-15T00:00:00+0000
87292191274_1943618	87292191274	209	"[{""sector"":""110 - EDUCATION"",""subsector"":"""",""subsubsector"":""""}]"	2010			8000000	38277.5119617225	1943618	1	Hatumasi	-8.66694	125.32417	PPL	populated place	TL|00	East Timor	1999-12-06T00:00:00+0000
87292441820_1938448	87292441820	138	"[{""sector"":""110 - EDUCATION"",""subsector"":""111 - Education, level unspecified"",""subsubsector"":""""}]"	2012			727103	5268.8623188406	1938448	1	Hatumede	-8.89278	125.43472	PPL	populated place	TL|00	East Timor	1999-11-29T00:00:00+0000
87292861561_1944798	87292861561	155	"[{""sector"":""110 - EDUCATION"",""subsector"":"""",""subsubsector"":""""}]"	2011	2013		3150792	20327.6903225806	1944798	1	Hatupae	-8.83	125.59778	PPL	populated place	TL|00	East Timor	1999-11-15T00:00:00+0000
87292191274_8629122	87292191274	209	"[{""sector"":""110 - EDUCATION"",""subsector"":"""",""subsubsector"":""""}]"	2010			8000000	38277.5119617225	8629122	1	Hatuquessi	-8.65	125.31667	PPL	populated place	TL	East Timor	2013-10-17T00:00:00+0000
87292441820_8629122	87292441820	138	"[{""sector"":""110 - EDUCATION"",""subsector"":""111 - Education, level unspecified"",""subsubsector"":""""}]"	2012			727103	5268.8623188406	8629122	1	Hatuquessi	-8.65	125.31667	PPL	populated place	TL	East Timor	2013-10-17T00:00:00+0000
87292191274_8643564	87292191274	209	"[{""sector"":""110 - EDUCATION"",""subsector"":"""",""subsubsector"":""""}]"	2010			8000000	38277.5119617225	8643564	1	Haturalan	-8.54111	126.16222	PPL	populated place	TL	East Timor	2013-12-03T00:00:00+0000
87292191274_8643354	87292191274	209	"[{""sector"":""110 - EDUCATION"",""subsector"":"""",""subsubsector"":""""}]"	2010			8000000	38277.5119617225	8643354	1	Hau Hei	-8.83167	125.37278	PPL	populated place	TL	East Timor	2013-11-22T00:00:00+0000
87292441820_8629065	87292441820	138	"[{""sector"":""110 - EDUCATION"",""subsector"":""111 - Education, level unspecified"",""subsubsector"":""""}]"	2012			727103	5268.8623188406	8629065	1	Hauba	-8.99222	125.38704	PPL	populated place	TL	East Timor	2013-10-15T00:00:00+0000
87292191274_1943916	87292191274	209	"[{""sector"":""110 - EDUCATION"",""subsector"":"""",""subsubsector"":""""}]"	2010			8000000	38277.5119617225	1943916	1	Haubai	-8.99333	125.22917	PPL	populated place	TL|00	East Timor	1999-12-09T00:00:00+0000
87292191274_8629710	87292191274	209	"[{""sector"":""110 - EDUCATION"",""subsector"":"""",""subsubsector"":""""}]"	2010			8000000	38277.5119617225	8629710	1	Haupu	-8.84233	125.42542	PPL	populated place	TL	East Timor	2013-11-03T00:00:00+0000
87292441820_8629001	87292441820	138	"[{""sector"":""110 - EDUCATION"",""subsector"":""111 - Education, level unspecified"",""subsubsector"":""""}]"	2012			727103	5268.8623188406	8629001	1	Hautoho	-8.67638	125.66869	PPL	populated place	TL	East Timor	2013-10-14T00:00:00+0000
87292191233_1643345	87292191233	1	"[{""sector"":""110 - EDUCATION"",""subsector"":"""",""subsubsector"":""""}]"	2010			3299086.69	3299086.69	1643345	1	Hera	-8.53833	125.68444	PPL	populated place	TL|00	East Timor	2012-01-17T00:00:00+0000
87292861561_1643345	87292861561	155	"[{""sector"":""110 - EDUCATION"",""subsector"":"""",""subsubsector"":""""}]"	2011	2013		3150792	20327.6903225806	1643345	1	Hera	-8.53833	125.68444	PPL	populated place	TL|00	East Timor	2012-01-17T00:00:00+0000
87292861561_8629990	87292861561	155	"[{""sector"":""110 - EDUCATION"",""subsector"":"""",""subsubsector"":""""}]"	2011	2013		3150792	20327.6903225806	8629990	1	Heu-Uai	-8.46667	126.43333	PPL	populated place	TL	East Timor	2013-11-07T00:00:00+0000
87292441820_8617685	87292441820	138	"[{""sector"":""110 - EDUCATION"",""subsector"":""111 - Education, level unspecified"",""subsubsector"":""""}]"	2012			727103	5268.8623188406	8617685	1	Hoholau	-8.75	125.5	PPL	populated place	TL	East Timor	2013-10-03T00:00:00+0000
87292861561_8617685	87292861561	155	"[{""sector"":""110 - EDUCATION"",""subsector"":"""",""subsubsector"":""""}]"	2011	2013		3150792	20327.6903225806	8617685	1	Hoholau	-8.75	125.5	PPL	populated place	TL	East Timor	2013-10-03T00:00:00+0000
87292481496_1944034	87292481496	49	"[{""sector"":""110 - EDUCATION"",""subsector"":""112 - Basic education"",""subsubsector"":""""}]"	2011			711330	14516.9387755102	1944034	1	Holpilat	-9.22199	125.21491	PPL	populated place	TL|CO	East Timor|Cova Lima	2012-07-05T00:00:00+0000
87292441820_8629063	87292441820	138	"[{""sector"":""110 - EDUCATION"",""subsector"":""111 - Education, level unspecified"",""subsubsector"":""""}]"	2012			727103	5268.8623188406	8629063	1	Holsa	-8.9975	125.21944	PPL	populated place	TL	East Timor	2013-11-22T00:00:00+0000
87292191274_1943024	87292191274	209	"[{""sector"":""110 - EDUCATION"",""subsector"":"""",""subsubsector"":""""}]"	2010			8000000	38277.5119617225	1943024	1	Hotklokat	-8.72889	125.44639	PPL	populated place	TL|00	East Timor	1999-12-06T00:00:00+0000
87292191274_8643349	87292191274	209	"[{""sector"":""110 - EDUCATION"",""subsector"":"""",""subsubsector"":""""}]"	2010			8000000	38277.5119617225	8643349	1	Hulorema	-8.76576	125.38758	PPL	populated place	TL	East Timor	2013-11-22T00:00:00+0000
87292861561_8629705	87292861561	155	"[{""sector"":""110 - EDUCATION"",""subsector"":"""",""subsubsector"":""""}]"	2011	2013		3150792	20327.6903225806	8629705	1	Humboe	-8.75853	125.43022	PPL	populated place	TL	East Timor	2013-11-03T00:00:00+0000
87292861561_8630052	87292861561	155	"[{""sector"":""110 - EDUCATION"",""subsector"":"""",""subsubsector"":""""}]"	2011	2013		3150792	20327.6903225806	8630052	1	IIat Kora	-8.93333	125.38333	PPL	populated place	TL	East Timor	2013-11-08T00:00:00+0000
87292861561_8629975	87292861561	155	"[{""sector"":""110 - EDUCATION"",""subsector"":"""",""subsubsector"":""""}]"	2011	2013		3150792	20327.6903225806	8629975	1	IIimano	-8.48333	125.85	PPL	populated place	TL	East Timor	2013-11-08T00:00:00+0000
87292191274_1938336	87292191274	209	"[{""sector"":""110 - EDUCATION"",""subsector"":"""",""subsubsector"":""""}]"	2010			8000000	38277.5119617225	1938336	1	Ilat	-8.90556	125.39639	PPL	populated place	TL|00	East Timor	1999-11-29T00:00:00+0000
87292481496_1944817	87292481496	49	"[{""sector"":""110 - EDUCATION"",""subsector"":""112 - Basic education"",""subsubsector"":""""}]"	2011			711330	14516.9387755102	1944817	1	Ilatlau	-8.985	125.32889	PPL	populated place	TL|00	East Timor	1999-10-25T00:00:00+0000
87292191274_8629061	87292191274	209	"[{""sector"":""110 - EDUCATION"",""subsector"":"""",""subsubsector"":""""}]"	2010			8000000	38277.5119617225	8629061	1	Ilat-Laun	-8.98333	125.33333	PPL	populated place	TL	East Timor	2013-10-15T00:00:00+0000
87292441820_8629061	87292441820	138	"[{""sector"":""110 - EDUCATION"",""subsector"":""111 - Education, level unspecified"",""subsubsector"":""""}]"	2012			727103	5268.8623188406	8629061	1	Ilat-Laun	-8.98333	125.33333	PPL	populated place	TL	East Timor	2013-10-15T00:00:00+0000
87292441820_8629132	87292441820	138	"[{""sector"":""110 - EDUCATION"",""subsector"":""111 - Education, level unspecified"",""subsubsector"":""""}]"	2012			727103	5268.8623188406	8629132	1	Iliheu	-8.53333	125.95	PPL	populated place	TL	East Timor	2013-10-17T00:00:00+0000
87292861561_8629132	87292861561	155	"[{""sector"":""110 - EDUCATION"",""subsector"":"""",""subsubsector"":""""}]"	2011	2013		3150792	20327.6903225806	8629132	1	Iliheu	-8.53333	125.95	PPL	populated place	TL	East Timor	2013-10-17T00:00:00+0000
87292191274_1944536	87292191274	209	"[{""sector"":""110 - EDUCATION"",""subsector"":"""",""subsubsector"":""""}]"	2010			8000000	38277.5119617225	1944536	1	Ilimano	-8.47639	125.85694	PPL	populated place	TL|00	East Timor	1999-10-20T00:00:00+0000
87292861561_1944536	87292861561	155	"[{""sector"":""110 - EDUCATION"",""subsector"":"""",""subsubsector"":""""}]"	2011	2013		3150792	20327.6903225806	1944536	1	Ilimano	-8.47639	125.85694	PPL	populated place	TL|00	East Timor	1999-10-20T00:00:00+0000
87292401681_8629862	87292401681	6	"[{""sector"":""110 - EDUCATION"",""subsector"":"""",""subsubsector"":""""}]"	2011			105778.82	17629.8033333333	8629862	1	Iliomar I	-8.71522	126.89312	PPL	populated place	TL	East Timor	2013-11-05T00:00:00+0000
87292401681_8629864	87292401681	6	"[{""sector"":""110 - EDUCATION"",""subsector"":"""",""subsubsector"":""""}]"	2011			105778.82	17629.8033333333	8629864	1	Iliomar II	-8.72833	126.84213	PPL	populated place	TL	East Timor	2013-11-05T00:00:00+0000
87292191274_1943337	87292191274	209	"[{""sector"":""110 - EDUCATION"",""subsector"":"""",""subsubsector"":""""}]"	2010			8000000	38277.5119617225	1943337	1	Irabere	-8.69528	126.70417	PPL	populated place	TL|00	East Timor	1999-09-22T00:00:00+0000
87292191274_8643562	87292191274	209	"[{""sector"":""110 - EDUCATION"",""subsector"":"""",""subsubsector"":""""}]"	2010			8000000	38277.5119617225	8643562	1	Isadan	-8.93814	125.96349	PPL	populated place	TL	East Timor	2013-12-03T00:00:00+0000
87292191274_1943371	87292191274	209	"[{""sector"":""110 - EDUCATION"",""subsector"":"""",""subsubsector"":""""}]"	2010			8000000	38277.5119617225	1943371	1	Kailelilema	-8.62083	125.35139	PPL	populated place	TL|00	East Timor	1999-12-06T00:00:00+0000
87292191274_1944747	87292191274	209	"[{""sector"":""110 - EDUCATION"",""subsector"":"""",""subsubsector"":""""}]"	2010			8000000	38277.5119617225	1944747	1	Kailulik	-8.91556	125.40806	PPL	populated place	TL|00	East Timor	2012-01-20T00:00:00+0000
87292481496_1943797	87292481496	49	"[{""sector"":""110 - EDUCATION"",""subsector"":""112 - Basic education"",""subsubsector"":""""}]"	2011			711330	14516.9387755102	1943797	1	Kasabauk 1	-9.38333	125.19583	PPL	populated place	TL|CO	East Timor|Cova Lima	2012-07-05T00:00:00+0000
87292191274_1943034	87292191274	209	"[{""sector"":""110 - EDUCATION"",""subsector"":"""",""subsubsector"":""""}]"	2010			8000000	38277.5119617225	1943034	1	Kokoa	-8.69889	125.465	PPL	populated place	TL|00	East Timor	1999-12-06T00:00:00+0000
87292481496_8629049	87292481496	49	"[{""sector"":""110 - EDUCATION"",""subsector"":""112 - Basic education"",""subsubsector"":""""}]"	2011			711330	14516.9387755102	8629049	1	Labarai	-9.27698	125.29839	PPL	populated place	TL	East Timor	2013-10-15T00:00:00+0000
87292191274_1944975	87292191274	209	"[{""sector"":""110 - EDUCATION"",""subsector"":"""",""subsubsector"":""""}]"	2010			8000000	38277.5119617225	1944975	1	Labubu	-8.61639	125.82889	PPL	populated place	TL|00	East Timor	1999-12-10T00:00:00+0000
87292861561_8629978	87292861561	155	"[{""sector"":""110 - EDUCATION"",""subsector"":"""",""subsubsector"":""""}]"	2011	2013		3150792	20327.6903225806	8629978	1	Lacabou	-8.71667	125.65	PPL	populated place	TL	East Timor	2013-11-07T00:00:00+0000
87292191274_8644029	87292191274	209	"[{""sector"":""110 - EDUCATION"",""subsector"":"""",""subsubsector"":""""}]"	2010			8000000	38277.5119617225	8644029	1	Lacau	-8.85	125.46667	PPL	populated place	TL	East Timor	2013-12-10T00:00:00+0000
87292191274_1638836	87292191274	209	"[{""sector"":""110 - EDUCATION"",""subsector"":"""",""subsubsector"":""""}]"	2010			8000000	38277.5119617225	1638836	2	Laclo	-8.555	125.90944	PPL	populated place	TL|00	East Timor	2012-01-17T00:00:00+0000
87292191274_8617930	87292191274	209	"[{""sector"":""110 - EDUCATION"",""subsector"":"""",""subsubsector"":""""}]"	2010			8000000	38277.5119617225	8617930	1	Laclo	-8.92667	125.40667	PPL	populated place	TL	East Timor	2013-10-08T00:00:00+0000
87292441820_8617930	87292441820	138	"[{""sector"":""110 - EDUCATION"",""subsector"":""111 - Education, level unspecified"",""subsubsector"":""""}]"	2012			727103	5268.8623188406	8617930	1	Laclo	-8.92667	125.40667	PPL	populated place	TL	East Timor	2013-10-08T00:00:00+0000
87292441820_8629130	87292441820	138	"[{""sector"":""110 - EDUCATION"",""subsector"":""111 - Education, level unspecified"",""subsubsector"":""""}]"	2012			727103	5268.8623188406	8629130	3	Laclo	-8.55	125.91667	ADM2	second-order administrative division	TL|MT|8629130	East Timor|Manatuto|Laclo	2013-10-23T00:00:00+0000
87292191274_8618004	87292191274	209	"[{""sector"":""110 - EDUCATION"",""subsector"":"""",""subsubsector"":""""}]"	2010			8000000	38277.5119617225	8618004	3	Laclubar	-8.74975	125.91186	ADM2	second-order administrative division	TL|MT|8618004	East Timor|Manatuto|Laclubar	2013-10-23T00:00:00+0000
87292441820_8618004	87292441820	138	"[{""sector"":""110 - EDUCATION"",""subsector"":""111 - Education, level unspecified"",""subsubsector"":""""}]"	2012			727103	5268.8623188406	8618004	3	Laclubar	-8.74975	125.91186	ADM2	second-order administrative division	TL|MT|8618004	East Timor|Manatuto|Laclubar	2013-10-23T00:00:00+0000
87292455338_8618004	87292455338	2	"[{""sector"":""110 - EDUCATION"",""subsector"":""111 - Education, level unspecified"",""subsubsector"":""""}]"	2011			10520.39	5260.195	8618004	3	Laclubar	-8.74975	125.91186	ADM2	second-order administrative division	TL|MT|8618004	East Timor|Manatuto|Laclubar	2013-10-23T00:00:00+0000
87292455931_8618004	87292455931	1	"[{""sector"":""110 - EDUCATION"",""subsector"":""113 - Secondary Education"",""subsubsector"":""""}]"	2013			100565.6	100565.6	8618004	3	Laclubar	-8.74975	125.91186	ADM2	second-order administrative division	TL|MT|8618004	East Timor|Manatuto|Laclubar	2013-10-23T00:00:00+0000
87292191274_8642867	87292191274	209	"[{""sector"":""110 - EDUCATION"",""subsector"":"""",""subsubsector"":""""}]"	2010			8000000	38277.5119617225	8642867	1	Lactil	-9.03333	125.31667	PPL	populated place	TL	East Timor	2013-11-15T00:00:00+0000
87292861561_8642867	87292861561	155	"[{""sector"":""110 - EDUCATION"",""subsector"":"""",""subsubsector"":""""}]"	2011	2013		3150792	20327.6903225806	8642867	1	Lactil	-9.03333	125.31667	PPL	populated place	TL	East Timor	2013-11-15T00:00:00+0000
87292861561_1944637	87292861561	155	"[{""sector"":""110 - EDUCATION"",""subsector"":"""",""subsubsector"":""""}]"	2011	2013		3150792	20327.6903225806	1944637	1	Lafulau	-8.80278	125.92194	PPL	populated place	TL|00	East Timor	1999-12-10T00:00:00+0000
87292861561_1945070	87292861561	155	"[{""sector"":""110 - EDUCATION"",""subsector"":"""",""subsubsector"":""""}]"	2011	2013		3150792	20327.6903225806	1945070	1	Lahae	-8.79028	125.56	PPL	populated place	TL|00	East Timor	2013-04-05T00:00:00+0000
87292191274_1943917	87292191274	209	"[{""sector"":""110 - EDUCATION"",""subsector"":"""",""subsubsector"":""""}]"	2010			8000000	38277.5119617225	1943917	1	Lahomea	-8.99583	125.23278	PPL	populated place	TL|00	East Timor	1999-12-09T00:00:00+0000
87292441820_8629058	87292441820	138	"[{""sector"":""110 - EDUCATION"",""subsector"":""111 - Education, level unspecified"",""subsubsector"":""""}]"	2012			727103	5268.8623188406	8629058	1	Laisorolai	-8.65	126.53333	PPL	populated place	TL	East Timor	2013-10-15T00:00:00+0000
87292191274_1944121	87292191274	209	"[{""sector"":""110 - EDUCATION"",""subsector"":"""",""subsubsector"":""""}]"	2010			8000000	38277.5119617225	1944121	1	Lakau	-8.84417	125.47111	PPL	populated place	TL|00	East Timor	1999-10-05T00:00:00+0000
87292481496_8629051	87292481496	49	"[{""sector"":""110 - EDUCATION"",""subsector"":""112 - Basic education"",""subsubsector"":""""}]"	2011			711330	14516.9387755102	8629051	1	Lalawa	-9.40097	125.12157	PPL	populated place	TL	East Timor	2013-10-15T00:00:00+0000
87292861561_1945497	87292861561	155	"[{""sector"":""110 - EDUCATION"",""subsector"":"""",""subsubsector"":""""}]"	2011	2013		3150792	20327.6903225806	1945497	1	Lalica	-9.15	125.70694	PPL	populated place	TL|00	East Timor	1999-11-02T00:00:00+0000
87292861561_1944051	87292861561	155	"[{""sector"":""110 - EDUCATION"",""subsector"":"""",""subsubsector"":""""}]"	2011	2013		3150792	20327.6903225806	1944051	1	Lamasi	-9.41083	124.15889	PPL	populated place	TL|OE	East Timor|Oecusse	2012-02-29T00:00:00+0000
87292191274_8630064	87292191274	209	"[{""sector"":""110 - EDUCATION"",""subsector"":"""",""subsubsector"":""""}]"	2010			8000000	38277.5119617225	8630064	1	Laramera	-8.71667	125.98333	PPL	populated place	TL	East Timor	2013-11-08T00:00:00+0000
87292861561_8630064	87292861561	155	"[{""sector"":""110 - EDUCATION"",""subsector"":"""",""subsubsector"":""""}]"	2011	2013		3150792	20327.6903225806	8630064	1	Laramera	-8.71667	125.98333	PPL	populated place	TL	East Timor	2013-11-08T00:00:00+0000
87292861561_1943506	87292861561	155	"[{""sector"":""110 - EDUCATION"",""subsector"":"""",""subsubsector"":""""}]"	2011	2013		3150792	20327.6903225806	1943506	1	Larisula	-8.65333	126.7275	PPL	populated place	TL|00	East Timor	1999-09-23T00:00:00+0000
87292191274_8630061	87292191274	209	"[{""sector"":""110 - EDUCATION"",""subsector"":"""",""subsubsector"":""""}]"	2010			8000000	38277.5119617225	8630061	1	Lauado	-8.75	125.9	PPL	populated place	TL	East Timor	2013-11-08T00:00:00+0000
87292861561_8630061	87292861561	155	"[{""sector"":""110 - EDUCATION"",""subsector"":"""",""subsubsector"":""""}]"	2011	2013		3150792	20327.6903225806	8630061	1	Lauado	-8.75	125.9	PPL	populated place	TL	East Timor	2013-11-08T00:00:00+0000
87292191274_1944773	87292191274	209	"[{""sector"":""110 - EDUCATION"",""subsector"":"""",""subsubsector"":""""}]"	2010			8000000	38277.5119617225	1944773	1	Lauana	-8.88861	125.42083	PPL	populated place	TL|ER	East Timor|Ermera	2013-11-08T00:00:00+0000
87292441820_8629074	87292441820	138	"[{""sector"":""110 - EDUCATION"",""subsector"":""111 - Education, level unspecified"",""subsubsector"":""""}]"	2012			727103	5268.8623188406	8629074	1	Laubono	-8.93333	125.35	PPL	populated place	TL	East Timor	2013-10-15T00:00:00+0000
87292481496_8629074	87292481496	49	"[{""sector"":""110 - EDUCATION"",""subsector"":""112 - Basic education"",""subsubsector"":""""}]"	2011			711330	14516.9387755102	8629074	1	Laubono	-8.93333	125.35	PPL	populated place	TL	East Timor	2013-10-15T00:00:00+0000
87292441820_8629101	87292441820	138	"[{""sector"":""110 - EDUCATION"",""subsector"":""111 - Education, level unspecified"",""subsubsector"":""""}]"	2012			727103	5268.8623188406	8629101	1	Lauhata	-8.58306	125.3801	PPL	populated place	TL	East Timor	2013-10-16T00:00:00+0000
87292481496_8629101	87292481496	49	"[{""sector"":""110 - EDUCATION"",""subsector"":""112 - Basic education"",""subsubsector"":""""}]"	2011			711330	14516.9387755102	8629101	1	Lauhata	-8.58306	125.3801	PPL	populated place	TL	East Timor	2013-10-16T00:00:00+0000
87292441820_1943758	87292441820	138	"[{""sector"":""110 - EDUCATION"",""subsector"":""111 - Education, level unspecified"",""subsubsector"":""""}]"	2012			727103	5268.8623188406	1943758	1	Lauraehou	-8.72194	125.36333	PPL	populated place	TL|00	East Timor	1999-12-06T00:00:00+0000
87292441820_8629056	87292441820	138	"[{""sector"":""110 - EDUCATION"",""subsector"":""111 - Education, level unspecified"",""subsubsector"":""""}]"	2012			727103	5268.8623188406	8629056	1	Lavateri	-8.56667	126.68333	PPL	populated place	TL	East Timor	2013-10-15T00:00:00+0000
87292861561_8629988	87292861561	155	"[{""sector"":""110 - EDUCATION"",""subsector"":"""",""subsubsector"":""""}]"	2011	2013		3150792	20327.6903225806	8629988	1	Lebenei	-8.6	126.55	PPL	populated place	TL	East Timor	2013-11-07T00:00:00+0000
87292191274_1943749	87292191274	209	"[{""sector"":""110 - EDUCATION"",""subsector"":"""",""subsubsector"":""""}]"	2010			8000000	38277.5119617225	1943749	1	Leborema	-8.74056	125.34722	PPL	populated place	TL|00	East Timor	1999-12-06T00:00:00+0000
87292481496_1638192	87292481496	49	"[{""sector"":""110 - EDUCATION"",""subsector"":""112 - Basic education"",""subsubsector"":""""}]"	2011			711330	14516.9387755102	1638192	1	Lebos	-9.13723	125.2079	PPL	populated place	TL|BO	East Timor|Bobonaro	2012-07-04T00:00:00+0000
87292191274_1943459	87292191274	209	"[{""sector"":""110 - EDUCATION"",""subsector"":"""",""subsubsector"":""""}]"	2010			8000000	38277.5119617225	1943459	1	Lebulugor	-8.73139	125.15028	PPL	populated place	TL|00	East Timor	1999-12-04T00:00:00+0000
87292441820_1943459	87292441820	138	"[{""sector"":""110 - EDUCATION"",""subsector"":""111 - Education, level unspecified"",""subsubsector"":""""}]"	2012			727103	5268.8623188406	1943459	1	Lebulugor	-8.73139	125.15028	PPL	populated place	TL|00	East Timor	1999-12-04T00:00:00+0000
87292191274_1944590	87292191274	209	"[{""sector"":""110 - EDUCATION"",""subsector"":"""",""subsubsector"":""""}]"	2010			8000000	38277.5119617225	1944590	1	Lebululi	-8.82944	125.46417	PPL	populated place	TL|00	East Timor	1999-10-21T00:00:00+0000
87292441820_1944590	87292441820	138	"[{""sector"":""110 - EDUCATION"",""subsector"":""111 - Education, level unspecified"",""subsubsector"":""""}]"	2012			727103	5268.8623188406	1944590	1	Lebululi	-8.82944	125.46417	PPL	populated place	TL|00	East Timor	1999-10-21T00:00:00+0000
87292191274_1943161	87292191274	209	"[{""sector"":""110 - EDUCATION"",""subsector"":"""",""subsubsector"":""""}]"	2010			8000000	38277.5119617225	1943161	1	Leburema	-8.68361	125.51639	PPL	populated place	TL|00	East Timor	1999-11-29T00:00:00+0000
87292191274_1944662	87292191274	209	"[{""sector"":""110 - EDUCATION"",""subsector"":"""",""subsubsector"":""""}]"	2010			8000000	38277.5119617225	1944662	1	Leguimea	-8.77583	125.4075	PPL	populated place	TL|00	East Timor	1999-10-21T00:00:00+0000
87292441820_1944662	87292441820	138	"[{""sector"":""110 - EDUCATION"",""subsector"":""111 - Education, level unspecified"",""subsubsector"":""""}]"	2012			727103	5268.8623188406	1944662	1	Leguimea	-8.77583	125.4075	PPL	populated place	TL|00	East Timor	1999-10-21T00:00:00+0000
87292481496_8629095	87292481496	49	"[{""sector"":""110 - EDUCATION"",""subsector"":""112 - Basic education"",""subsubsector"":""""}]"	2011			711330	14516.9387755102	8629095	1	Leimea Leten	-8.89491	125.37829	PPL	populated place	TL	East Timor	2013-10-16T00:00:00+0000
87292861561_8629855	87292861561	155	"[{""sector"":""110 - EDUCATION"",""subsector"":"""",""subsubsector"":""""}]"	2011	2013		3150792	20327.6903225806	8629855	1	Leimea-Craic	-8.865	125.31444	PPL	populated place	TL	East Timor	2013-11-05T00:00:00+0000
87292191274_1945048	87292191274	209	"[{""sector"":""110 - EDUCATION"",""subsector"":"""",""subsubsector"":""""}]"	2010			8000000	38277.5119617225	1945048	1	Leirema	-8.78639	125.31944	PPL	populated place	TL|00	East Timor	1999-10-26T00:00:00+0000
